chromosome,start,end,type,strand,expression,optimality,halflife,length
chrXIII,628189,628785,mRNA,+,1046,0.20232694366197185,36.96829936003087,596
chrXIII,634689,635984,mRNA,-,833,0.2043662703962704,40.05235645255277,1295
chrXIII,637500,640604,mRNA,+,17279,0.1954802837684448,145.51973071237825,3104
chrXIII,645656,646777,mRNA,+,1632,0.1822706854838708,6.5268409209779925,1121
chrXIII,650036,650812,mRNA,+,1219,0.2065783783783781,15.457384886277644,776
chrXIII,651145,651910,mRNA,+,14746,0.19503034843205566,176.41032044148054,765
chrXIII,652912,653136,mRNA,-,163,0.19864488721804488,9.102810026120254,224
chrXIII,655076,658342,mRNA,+,10379,0.1989666666666665,109.30432453283572,3266
chrXIII,659745,661529,mRNA,+,2038,0.2095483904109588,23.930241140864496,1784
chrXIII,664752,665522,mRNA,+,2729,0.1972477064220184,25.389685657800058,770
chrXIII,667537,668205,mRNA,+,4916,0.1893537560192612,29.6148297755509,668
chrXIII,670063,671325,mRNA,-,1056,0.2334395289079229,27.626095249638098,1262
chrXIII,675896,676837,mRNA,+,426,0.1798457677165355,39.328945683118974,941
chrXIII,684467,685798,mRNA,+,2176,0.20783771929824532,51.59591409147639,1331
chrXIII,690695,693043,mRNA,-,5113,0.1978578199052131,8.968137135804142,2348
chrXIII,695350,696483,mRNA,+,1816,0.19598019801980174,12.94772623492072,1133
chrXIII,701790,703367,mRNA,+,12963,0.20229291970802912,36.671562596042975,1577
chrXIII,707133,712109,mRNA,+,6775,0.2108905325443789,30.705028018480533,4976
chrXIII,713931,715445,mRNA,-,2198,0.1925293301435407,29.75939287699489,1514
chrXIII,718575,720653,mRNA,-,1718,0.16153389999999998,11.56847960176703,2078
chrXIII,722613,724385,mRNA,-,1535,0.17866061313868642,42.103736256837976,1772
chrXIII,725934,731123,mRNA,-,23497,0.20375986842105226,130.79220635693636,5189
chrXIII,733268,733456,mRNA,+,135,0.21502272727272725,5.4097440498840506,188
chrXIII,736926,738959,mRNA,+,1206,0.20341460431654665,10.326763408018781,2033
chrXIII,740266,741312,mRNA,+,1584,0.1823850931677017,17.81589680263042,1046
chrXIII,742971,743444,mRNA,+,2490,0.21251974828375275,15.471184730873496,473
chrXIII,746353,747729,mRNA,+,2673,0.1961039349112424,64.26336442196637,1376
chrXIII,749930,751240,mRNA,-,1286,0.19597037037037032,12.026553550992091,1310
chrXIII,754297,754386,mRNA,+,51,0.17767529550827416,1.5249577301288735,89
chrXIII,757250,758317,mRNA,+,308,0.22091666666666668,27.847894443956605,1067
chrXIII,758563,759183,mRNA,+,1294,0.2126547619047618,11.499715732200341,620
chrXIII,763351,768039,mRNA,-,7720,0.21390217391304348,208.9550270251804,4688
chrXIII,770801,772558,mRNA,+,5414,0.2084445327102804,25.20688144314924,1757
chrXIII,774752,774931,mRNA,+,15201,0.2104968944099378,358.69335229251743,179
chrXIII,775946,777190,mRNA,-,1468,0.19492363636363616,16.103580823992214,1244
chrXIII,778001,778567,mRNA,+,1682,0.1878914661654134,0.25292912696122904,566
chrXIII,779629,782031,mRNA,-,2041,0.18304018867924526,84.01783796346231,2402
chrXIII,784621,788883,mRNA,-,5621,0.1948688477366255,66.4344343174233,4262
chrXIII,790205,793369,mRNA,-,8831,0.1977995302013423,54.46520913931986,3164
chrXIII,794919,795524,mRNA,+,939,0.19269852201257825,22.067444297561565,605
chrXIII,796540,797925,mRNA,-,1324,0.19527769230769226,47.514057479350996,1385
chrXIII,801772,802704,mRNA,+,1561,0.19318812297734594,7.469740879669088,932
chrXIII,806865,807548,mRNA,-,637,0.21781280788177346,26.53507471375843,683
chrXIII,810466,810579,mRNA,+,964,0.18417856477889805,7.176844155365629,113
chrXIII,811233,813980,mRNA,-,3410,0.1813562630480167,80.5063227719643,2747
chrXIII,818827,819948,mRNA,+,4746,0.2242071568627451,64.85160744629754,1121
chrXIII,824729,826351,mRNA,-,1883,0.2336287816091953,61.84377210835983,1622
chrXIII,832339,833253,mRNA,+,821,0.22479318734793172,6.303224590775558,914
chrXIII,835326,836867,mRNA,-,1308,0.18103947368421056,4.028442072236487,1541
chrXIII,840144,841691,mRNA,-,2299,0.21333013435700604,40.85625985046487,1547
chrXIII,842436,845345,mRNA,-,2431,0.1828180068143103,10.721750378563875,2909
chrXIII,851422,851769,mRNA,+,541,0.20954403131115512,6.55946695867209,347
chrXIII,856966,858087,mRNA,+,985,0.19327514792899386,3.8263980126182364,1121
chrXIII,858297,858890,mRNA,-,3695,0.17839250000000004,8.789730601366603,593
chrXIII,863819,864271,mRNA,+,2752,0.23056710144927545,19.2239553980588,452
chrXIII,870073,872625,mRNA,-,5154,0.18845600938967128,65.05002239925203,2552
chrXIII,874987,878679,mRNA,+,7435,0.21005179282868525,70.31753969999686,3692
chrXIII,879063,880232,mRNA,-,6708,0.22131578947368424,40.30845686178525,1169
chrXIII,886183,886572,mRNA,-,218,0.2176878980891718,8.162359977971368,389
chrXIII,887731,887925,mRNA,-,6087,0.2250000000000001,83.64037519282158,194
chrXIII,892988,895426,mRNA,-,18555,0.18884922018348602,57.30213834421333,2438
chrXIII,896914,897603,mRNA,-,2309,0.1956878149920252,4.584666424688386,689
chrXIII,899379,901307,mRNA,-,3017,0.2283648068669525,10.726212529103318,1928
chrXIII,902800,903849,mRNA,+,4875,0.19453246808510635,94.11750167216675,1049
chrXIII,904825,905835,mRNA,+,860,0.16373576923076924,35.06270794043919,1010
chrXIII,907321,907629,mRNA,-,316,0.19987288537549408,1.659590926684014,308
chrXIII,911061,912143,mRNA,-,5880,0.1917500000000001,81.3561723972806,1082
chrXIII,916746,917051,mRNA,+,314,0.2083480348557694,5.50510271288001,305
chrXIII,918366,919079,mRNA,-,34,0.2109943518518518,16.751228373888953,713
chrXIII,922202,922444,mRNA,-,26,0.1764321551724139,4.035604246454614,242
chrXIII,923494,923802,mRNA,-,83,0.21905559288537568,0.043460749669599785,308
chrXIV,734,1216,mRNA,+,0,0.19780215976331336,1.5784291469083316,482
chrXIV,6561,6719,mRNA,+,33,0.2008139235412476,0.13143685279928086,158
chrXIV,8330,9475,mRNA,+,889,0.17885098609355266,26.950541901522946,1145
chrXIV,12208,12876,mRNA,-,193,0.18887955938697346,8.930480784057593,668
chrXIV,14832,15854,mRNA,+,114,0.20882796296296305,26.660846830806115,1022
chrXIV,18001,19302,mRNA,-,2958,0.1980726577437858,44.46744392371051,1301
chrXIV,22834,23274,mRNA,-,512,0.21834469200524248,16.105914259191756,440
chrXIV,27337,28347,mRNA,-,912,0.1929853313253012,9.97892622737399,1010
chrXIV,31050,31445,mRNA,+,332,0.188000554765292,6.984162855219235,395
chrXIV,33294,34235,mRNA,-,3387,0.183545,63.56967908868367,941
chrXIV,37700,38554,mRNA,+,1032,0.24757342657342665,7.577552100835357,854
chrXIV,38707,40329,mRNA,-,312,0.20124235228539572,26.979809786158977,1622
chrXIV,42071,43075,mRNA,-,890,0.20703101057579326,1.8260539750509626,1004
chrXIV,44447,45214,mRNA,+,769,0.236709251101322,15.151477151084126,767
chrXIV,48287,49216,mRNA,+,3196,0.2015686274509804,32.78401369556537,929
chrXIV,51907,52431,mRNA,-,1250,0.20807234951456308,32.93858914684805,524
chrXIV,54122,55897,mRNA,-,4970,0.20883635531135555,10.484118111574944,1775
chrXIV,58155,58808,mRNA,+,2400,0.2121841818181818,13.822878593203148,653
chrXIV,60297,61550,mRNA,+,1152,0.24461274509803896,3.5994331150085426,1253
chrXIV,61958,62943,mRNA,-,33934,0.18954272413793088,55.91548572016167,985
chrXIV,65744,66052,mRNA,+,1013,0.22571359223300946,0.8315875877005103,308
chrXIV,68915,71443,mRNA,+,2991,0.2057145993589748,31.530760995880524,2528
chrXIV,76273,76587,mRNA,+,595,0.2098148945147678,9.520001882490103,314
chrXIV,78659,80260,mRNA,-,2914,0.2211215789473686,11.826276666950882,1601
chrXIV,82806,84017,mRNA,+,2019,0.18549090909090912,65.43594622662853,1211
chrXIV,86218,87240,mRNA,+,2094,0.2017953749999999,17.949208629605884,1022
chrXIV,95223,96080,mRNA,+,979,0.2320366492146595,22.349735524111246,857
chrXIV,103134,104102,mRNA,-,2343,0.2211215789473686,21.356898491826982,968
chrXIV,107687,108274,mRNA,+,821,0.20632533333333325,17.492993508279916,587
chrXIV,109095,110411,mRNA,-,3915,0.20405266940451755,28.853904989198153,1316
chrXIV,113271,116453,mRNA,+,2220,0.2170030769230767,37.93243063087027,3182
chrXIV,117349,118809,mRNA,+,1296,0.20064516129032253,21.172312233239754,1460
chrXIV,119268,120998,mRNA,+,1074,0.18910153726708093,40.17388503324857,1730
chrXIV,122883,126599,mRNA,+,4015,0.1863218181818181,129.98692992064025,3716
chrXIV,129522,135383,mRNA,-,12677,0.2111381578947369,82.77685342116102,5861
chrXIV,137699,138094,mRNA,+,68,0.2001029185867897,1.2891270340329353,395
chrXIV,140878,144078,mRNA,+,5868,0.15754049019607844,34.321438028885794,3200
chrXIV,144280,145281,mRNA,-,1666,0.18717080000000005,13.64829837982382,1001
chrXIV,146896,147840,mRNA,-,1924,0.18929668393782384,29.42373438144599,944
chrXIV,155100,156539,mRNA,+,1773,0.19451823376623376,49.881317553850224,1439
chrXIV,157644,157865,mRNA,-,1041,0.18828673879443614,4.798770934333403,221
chrXIV,160631,164320,mRNA,-,4983,0.2158413,171.11879924834096,3689
chrXIV,170018,171286,mRNA,+,1069,0.24302105263157905,51.732360425149004,1268
chrXIV,172588,174315,mRNA,-,3299,0.19360943246311016,51.492336122462476,1727
chrXIV,179394,181022,mRNA,-,1305,0.2174966793893128,37.46411613006234,1628
chrXIV,182875,185178,mRNA,+,7578,0.20530973451327425,51.122722570875865,2303
chrXIV,186346,186885,mRNA,-,1047,0.1883612307692301,13.764051050220207,539
chrXIV,196426,197943,mRNA,-,7746,0.215385,61.82042702415222,1517
chrXIV,200569,201933,mRNA,+,3568,0.20620701754385945,59.970928267304025,1364
chrXIV,205188,206567,mRNA,+,1074,0.20797027600849274,56.91536947045765,1379
chrXIV,209548,209979,mRNA,-,626,0.21469967592592576,0.16859599066762065,431
chrXIV,211922,214600,mRNA,+,2660,0.2255548489666136,13.682502954808125,2678
chrXIV,215987,217042,mRNA,-,4681,0.19297087378640754,105.30312055236486,1055
chrXIV,219137,220201,mRNA,-,2019,0.2026137724550898,73.53075332887605,1064
chrXIV,220659,222431,mRNA,-,1886,0.20704109589041106,20.48583710214414,1772
chrXIV,222724,224469,mRNA,-,1622,0.26653571428571426,93.13439375847979,1745
chrXIV,227370,228854,mRNA,+,1032,0.1972732098765433,25.639139993558913,1484
chrXIV,231068,233695,mRNA,-,4680,0.25257603686635915,5.586553513857481,2627
chrXIV,240331,241311,mRNA,+,1504,0.20270605240912906,1.5199151737557788,980
chrXIV,244468,245430,mRNA,+,1500,0.1833171940298505,36.05796326383508,962
chrXIV,246460,247104,mRNA,-,782,0.1968918487394957,9.510536890190297,644
chrXIV,250055,250315,mRNA,-,369,0.19149723756906065,10.18359087327574,260
chrXIV,254418,255017,mRNA,+,7150,0.18814795883361948,69.54606829035998,599
chrXIV,256788,258155,mRNA,-,2206,0.2045428660436136,5.311837530195053,1367
chrXIV,258375,259277,mRNA,-,651,0.2114496558704453,23.68374431395053,902
chrXIV,259578,260456,mRNA,+,554,0.18637050480769213,9.933937453784289,878
chrXIV,263713,264453,mRNA,-,953,0.16692307692307698,11.959453347519636,740
chrXIV,266514,266816,mRNA,-,254,0.2038832116788322,5.224997565561153,302
chrXIV,270275,271171,mRNA,-,504,0.1905419849785405,10.893725267828849,896
chrXIV,272710,273615,mRNA,-,391,0.17297146981627284,7.976045341292171,905
chrXIV,276502,279897,mRNA,+,8471,0.1813323611111108,10.02429362697152,3395
chrXIV,282395,283009,mRNA,+,5372,0.18835294117647067,10.638381424391028,614
chrXIV,286308,287609,mRNA,+,1613,0.19465038647342994,25.251808531437593,1301
chrXIV,289498,291876,mRNA,+,5870,0.19461842105263136,78.21796782735832,2378
chrXIV,292557,292883,mRNA,-,279,0.20303516339869293,1.1855311746287036,326
chrXIV,295960,297627,mRNA,-,2700,0.19401570582428448,57.45669162540631,1667
chrXIV,299654,300649,mRNA,-,2272,0.1943513438735177,48.95637602774511,995
chrXIV,303686,304615,mRNA,-,2336,0.2024711538461537,19.04265695795001,929
chrXIV,307401,308612,mRNA,-,3344,0.20014736909323125,51.045754492373774,1211
chrXIV,315629,315997,mRNA,-,462,0.19727653198653172,29.9544967613679,368
chrXIV,316169,317671,mRNA,-,4412,0.23087249999999998,52.06494626477708,1502
chrXIV,319416,321359,mRNA,-,2577,0.19867133555926555,29.82398919448961,1943
chrXIV,323832,325052,mRNA,+,994,0.18642431515957347,72.34062565334067,1220
chrXIV,326741,330073,mRNA,-,4771,0.1966035656836461,46.05023181412586,3332
chrXIV,331322,332154,mRNA,+,25097,0.21079999999999988,123.03615938400452,832
chrXIV,336545,337609,mRNA,+,4827,0.17821821484992126,1.664487591488065,1064
chrXIV,339612,340208,mRNA,+,1514,0.1842845849802371,14.300708157515054,596
chrXIV,341069,341968,mRNA,-,2240,0.18974050793650774,28.8410853096826,899
chrXIV,343636,345276,mRNA,-,7341,0.2045460623229461,115.50445923286688,1640
chrXIV,346313,347542,mRNA,+,1461,0.1955476857490867,16.763166210215793,1229
chrXIV,349251,349658,mRNA,+,2862,0.1911145251396646,21.564743532496454,407
chrXIV,349907,350671,mRNA,-,939,0.19608536071032195,28.406071120098286,764
chrXIV,351386,351580,mRNA,-,301,0.18933601156069368,2.428193870871641,194
chrXIV,352414,352530,mRNA,+,3592,0.18667692307692324,17.983266720011567,116
chrXIV,353061,353144,mRNA,+,102,0.18506168918918914,2.1647158393428567,83
chrXIV,360917,361486,mRNA,-,1233,0.1949898959537568,32.249512825767724,569
chrXIV,366033,366412,mRNA,+,766,0.19619130434782628,1.9340276527638194,379
chrXIV,368595,370055,mRNA,-,3289,0.1995573119122257,12.851031514577423,1460
chrXIV,371882,372226,mRNA,-,8662,0.2273636363636363,52.29311300563489,344
chrXIV,374171,374692,mRNA,-,712,0.20739032258064485,4.840573140861344,521
chrXIV,378767,379225,mRNA,+,4344,0.1863241999999999,68.35321745565423,458
chrXIV,381245,381391,mRNA,-,79,0.1895521524663675,4.498257526801595,146
chrXIV,383987,386848,mRNA,+,3230,0.20251957295373652,42.176464662496414,2861
chrXIV,390146,392167,mRNA,-,3070,0.19925684151785691,29.804159391785873,2021
chrXIV,394685,397678,mRNA,+,6533,0.1836157312252963,83.37828700892335,2993
chrXIV,398684,400537,mRNA,-,8344,0.19087549707602366,58.07588368859291,1853
chrXIV,401040,402521,mRNA,+,1973,0.18207766606822287,7.639013708015282,1481
chrXIV,406358,408022,mRNA,+,568,0.211105348460292,34.08688308431574,1664
chrXIV,410119,412053,mRNA,-,2154,0.20131989583333296,41.46449033325858,1934
chrXIV,412771,413199,mRNA,+,1744,0.18171199468085086,14.672773307414946,428
chrXIV,416940,417302,mRNA,-,1078,0.20825537878787867,4.008432632168924,362
chrXIV,418964,419509,mRNA,+,1326,0.22372972972972985,28.959517267696313,545
chrXIV,424155,424583,mRNA,+,276,0.1967039285714285,2.767856456709443,428
chrXIV,426719,426808,mRNA,+,709,0.2358499278499281,23.128668221783016,89
chrXIV,430087,434493,mRNA,+,7211,0.1973195440729484,106.5388749046262,4406
chrXIV,437613,438317,mRNA,+,2090,0.20516259999999995,13.074036554649421,704
chrXIV,439602,440570,mRNA,-,5518,0.1804576612903225,74.09125951443349,968
chrXIV,441366,442358,mRNA,-,1321,0.209,3.7116285568459517,992
chrXIV,443398,444315,mRNA,-,11160,0.22276470588235286,33.3437563808214,917
chrXIV,447611,449374,mRNA,+,3298,0.20344956140350887,10.63838099259577,1763
chrXIV,450871,452073,mRNA,+,532,0.22259659969088127,7.4638161947551644,1202
chrXIV,456565,457143,mRNA,+,1374,0.20841821946169786,41.24530546645161,578
chrXIV,466334,466642,mRNA,+,382,0.2076202631578946,7.61365714404344,308
chrXIV,470053,471102,mRNA,-,3302,0.2020448833034111,37.71779162450552,1049
chrXIV,473391,476012,mRNA,+,2175,0.1862831753554501,115.64868581396135,2621
chrXIV,476932,478032,mRNA,-,1721,0.19467636850562384,6.012145034046176,1100
chrXIV,486766,488124,mRNA,-,2358,0.21366803278688493,2.118116918356769,1358
chrXIV,490317,491240,mRNA,+,925,0.19753214285714268,39.686423978263335,923
chrXIV,498538,498684,mRNA,+,35,0.19889256513026046,1.2441005778826728,146
chrXIV,499681,500256,mRNA,+,6668,0.1926003104575164,139.5306737559858,575
chrXIV,503724,505484,mRNA,+,4504,0.19415061433447092,107.14415871224875,1760
chrXIV,507758,508702,mRNA,+,1245,0.1967187056367431,39.0184751516821,944
chrXIV,510540,512396,mRNA,+,5618,0.19868568106312268,11.297218487890508,1856
chrXIV,515763,516713,mRNA,-,1619,0.2395009701492538,14.48554921209877,950
chrXIV,517249,517842,mRNA,+,1393,0.1844277239709443,30.65183274879776,593
chrXIV,526086,529583,mRNA,+,3413,0.20901720714758487,53.829332631529596,3497
chrXIV,531725,532186,mRNA,+,2608,0.24035643564356435,33.00238299739928,461
chrXIV,534079,534982,mRNA,-,1165,0.2033787375415281,38.51913213364213,903
chrXIV,539911,541881,mRNA,-,1825,0.18363677130044828,38.05982777878654,1970
chrXIV,542963,544978,mRNA,+,4556,0.2173041265822783,43.03095206928361,2015
chrXIV,545589,545909,mRNA,-,1019,0.2454891566265059,11.36741109940271,320
chrXIV,549468,551987,mRNA,-,3497,0.18632585858585865,11.869578555952636,2519
chrXIV,555048,556832,mRNA,+,2663,0.1963585714285714,63.763636876357126,1784
chrXIV,557920,559002,mRNA,-,8247,0.1971090450450454,94.0509143406787,1082
chrXIV,568522,569691,mRNA,-,2015,0.19947656686626727,23.438766790235917,1169
chrXIV,572999,573853,mRNA,+,85,0.19536507936507946,4.634493179170214,854
chrXIV,575640,576050,mRNA,-,21464,0.2473503184713373,172.71747219672108,410
chrXIV,577205,578773,mRNA,-,1549,0.18318486956521726,37.118294996790574,1568
chrXIV,579580,581616,mRNA,+,2495,0.17790391459074714,112.95766378210655,2036
chrXIV,587107,587847,mRNA,-,474,0.20512169312169312,17.932542102600635,740
chrXIV,591427,592899,mRNA,-,2144,0.2227462311557789,38.45593272863164,1472
chrXIV,595623,597539,mRNA,-,2563,0.1986636055776895,51.08901188641509,1916
chrXIV,599936,601774,mRNA,-,624,0.21419970954356835,22.109792475456228,1838
chrXIV,602907,604268,mRNA,+,9602,0.19056252727272704,56.02150581493612,1361
chrXIV,606319,609453,mRNA,+,1366,0.1890038486312402,98.27610393957306,3134
chrXIV,609686,611665,mRNA,+,906,0.1947266395663956,14.128854275132385,1979
chrXIV,613635,614360,mRNA,+,6478,0.18575980974124787,38.956456130014224,725
chrXIV,616211,618241,mRNA,-,3069,0.20671425196850401,7.489879557263887,2030
chrXIV,620067,620978,mRNA,+,2113,0.192668566775244,26.0139582921409,911
chrXIV,622915,624621,mRNA,+,3617,0.1984080952380952,81.87107061524152,1706
chrXIV,626174,627142,mRNA,-,3858,0.18685527293844365,12.475512740997793,968
chrXIV,629622,631061,mRNA,-,10391,0.1911162393162396,210.30709092255347,1439
chrXIV,633008,633856,mRNA,-,552,0.2134574780058649,31.021464135434474,848
chrXIV,634420,634518,mRNA,+,225,0.19797163090128736,1.7648009028453293,98
chrXIV,636931,637335,mRNA,-,446,0.1972042386831279,1.2207202197288787,404
chrXIV,639182,640114,mRNA,-,796,0.17756923076923076,4.139188029150873,932
chrXIV,642690,643439,mRNA,+,764,0.1965755813953486,23.042782852737698,749
chrXIV,644320,646950,mRNA,-,2675,0.20135198260869586,84.02210580437905,2630
chrXIV,649028,651712,mRNA,-,5094,0.19429018731988465,79.09310457038143,2684
chrXIV,653387,654541,mRNA,+,1937,0.20832169576059856,37.58375435479955,1154
chrXIV,664270,664944,mRNA,+,3754,0.20074619631901827,22.321815734544245,674
chrXIV,667410,668222,mRNA,-,493,0.192845835962145,12.07305649874242,812
chrXIV,669774,670193,mRNA,-,1582,0.1918097165991902,16.44265166015943,419
chrXIV,672409,672969,mRNA,+,663,0.18423255813953493,28.552192801518782,560
chrXIV,673274,674689,mRNA,-,2071,0.1912863366336636,61.14052121934162,1415
chrXIV,676177,677103,mRNA,+,1888,0.1816869565217391,21.703816927850742,926
chrXIV,678799,680454,mRNA,+,2292,0.1941505030891438,8.474940524067843,1655
chrXIV,686010,687116,mRNA,+,1458,0.20717804551539493,44.80561103361843,1106
chrXIV,687635,689998,mRNA,+,2725,0.19384073492980955,134.9983589615167,2363
chrXIV,693019,694047,mRNA,-,5677,0.21223312883435602,60.69468287358175,1028
chrXIV,695052,695327,mRNA,-,979,0.1994319892952721,8.668718985698709,275
chrXIV,697614,699431,mRNA,-,1797,0.19798863504356234,30.47845229058796,1817
chrXIV,700541,701659,mRNA,-,1151,0.21552620545073373,44.098729790600544,1118
chrXIV,701895,703085,mRNA,+,4472,0.2311087866108788,87.41133333348037,1190
chrXIV,706139,707608,mRNA,+,1462,0.2305204081632652,0.7712252870855174,1469
chrXIV,714048,715388,mRNA,-,4862,0.21730727528089888,65.43690503140868,1340
chrXIV,723356,724306,mRNA,-,1539,0.21131883950617286,19.727184268529978,950
chrXIV,734291,735733,mRNA,+,823,0.1790940170940173,7.48581959703507,1442
chrXIV,739951,742110,mRNA,+,1133,0.20084530386740326,18.168856718970666,2159
chrXIV,744360,745343,mRNA,-,622,0.20332646869983967,30.6313981039445,983
chrXIV,749136,750008,mRNA,-,408,0.235,4.070470934433674,872
chrXIV,755746,759099,mRNA,-,11521,0.2088145695364238,17.826632888747298,3353
chrXIV,765375,769376,mRNA,+,2177,0.20582574742268026,33.41582029307983,4001
chrXIV,772657,774351,mRNA,+,724,0.19063313609467414,0.8809121791587451,1694
chrXIV,777602,778738,mRNA,-,1293,0.2125574267100976,52.557429419621,1136
chrXIV,781511,781603,mRNA,-,87,0.20070312499999984,1.2334147395226709,92
chrXIV,783287,783541,mRNA,-,66,0.22368354430379747,0.9039791216614588,254
chrXV,4130,4312,mRNA,+,115,0.19597282608695624,5.867423610527702,182
chrXV,9597,10106,mRNA,+,152,0.18678448648648635,1.2319840293901159,509
chrXV,11549,11911,mRNA,-,34,0.22852901023890745,6.980562650895579,362
chrXV,15233,15505,mRNA,-,284,0.20348464454976306,2.913667322977787,272
chrXV,19491,21311,mRNA,-,2919,0.1990256521739132,14.925098427181588,1820
chrXV,25273,26976,mRNA,+,279,0.2351630357142857,2.8442607242824636,1703
chrXV,28703,31606,mRNA,-,16566,0.1775333064516129,395.0711251981708,2903
chrXV,44473,44784,mRNA,-,433,0.1920313172043009,3.2330873178604254,311
chrXV,45760,47574,mRNA,-,1974,0.251735807860262,106.57519844481473,1814
chrXV,48864,49448,mRNA,+,813,0.20876314685314687,11.491060090373391,584
chrXV,53098,54552,mRNA,+,1683,0.19764339912280693,8.340736989381924,1454
chrXV,55558,56280,mRNA,+,1398,0.19792753623188405,6.12540444041596,722
chrXV,58759,60030,mRNA,+,2087,0.2073514417744914,17.05177031094643,1271
chrXV,61325,65350,mRNA,-,4032,0.19627955844155864,32.40964011899626,4025
chrXV,67561,68754,mRNA,-,2876,0.2265052777777775,0.7457612332683112,1193
chrXV,70156,70545,mRNA,-,1014,0.1903428955954319,36.03687990362821,389
chrXV,71300,72715,mRNA,+,398,0.1900625629077353,18.77195584545822,1415
chrXV,78352,79479,mRNA,-,696,0.21236521428571428,25.334425980334636,1127
chrXV,83834,85264,mRNA,+,2076,0.21649522648083616,4.7339249452000445,1430
chrXV,87844,89448,mRNA,+,7424,0.18459132404181192,53.02530386665362,1604
chrXV,92026,92850,mRNA,-,20830,0.1845974038461537,203.0828315619106,824
chrXV,96608,96916,mRNA,-,206,0.20708358208955216,6.017967350466774,308
chrXV,99809,100957,mRNA,+,1637,0.2022887598647128,38.58768812510031,1148
chrXV,103317,103925,mRNA,-,426,0.22123257142857125,15.878678170610716,608
chrXV,106710,108188,mRNA,+,2185,0.18539036101083012,37.62947952185464,1478
chrXV,109176,109889,mRNA,+,783,0.1997761557177616,21.266413493681306,713
chrXV,112102,113130,mRNA,+,713,0.21857692307692345,12.208558689312087,1028
chrXV,114138,115808,mRNA,-,1403,0.1992708333333333,12.012468935102314,1670
chrXV,124001,125830,mRNA,+,5920,0.202616740088106,16.769611396338348,1829
chrXV,126982,127920,mRNA,-,1105,0.2343101449275361,3.092577753664875,938
chrXV,132017,132508,mRNA,-,766,0.21755873925501407,18.71469932371813,491
chrXV,136220,136405,mRNA,+,143,0.19989810256410254,0.6021201030654446,185
chrXV,141584,142555,mRNA,-,1273,0.19758,10.1440233162247,971
chrXV,144204,145130,mRNA,+,2811,0.20114131607335467,10.344672695606572,926
chrXV,147382,150276,mRNA,+,5075,0.19874565445026185,199.97271020122707,2894
chrXV,153912,154745,mRNA,-,2403,0.20936333333333326,15.725733141273187,833
chrXV,159173,159445,mRNA,+,1149,0.18195765432098795,20.250538108059075,272
chrXV,161673,162014,mRNA,-,203,0.1942898550724637,9.278475918894433,341
chrXV,165714,166952,mRNA,+,753,0.16256743589743594,4.630966112894331,1238
chrXV,180558,181427,mRNA,-,896,0.20073355263157866,10.201102826153814,869
chrXV,181682,185212,mRNA,+,3600,0.22538728323699425,20.62606836691133,3530
chrXV,185848,186723,mRNA,-,3734,0.211383495145631,1.5608500446206754,875
chrXV,194970,196337,mRNA,+,1234,0.20017674418604647,0.4851952967230808,1367
chrXV,197220,198725,mRNA,-,2772,0.21236977491961428,90.74811753668934,1505
chrXV,200368,201879,mRNA,-,4673,0.20271980158730132,75.34106719738318,1511
chrXV,202696,204471,mRNA,-,2162,0.17163636363636364,9.501145165909673,1775
chrXV,210520,211995,mRNA,-,3166,0.21884615384615386,65.88040678128795,1475
chrXV,214017,216137,mRNA,-,3309,0.1915865905631659,61.7130555019197,2120
chrXV,219211,220473,mRNA,+,2128,0.2270825688073395,0.970692922151791,1262
chrXV,223268,224179,mRNA,+,999,0.2090095693779904,16.931336445393093,911
chrXV,228614,229834,mRNA,+,1091,0.19919973180076614,41.29686610389258,1220
chrXV,231570,231755,mRNA,-,545,0.20361585365853668,9.489678786814068,185
chrXV,238619,240094,mRNA,+,5922,0.18401639344262288,10.426849874162649,1475
chrXV,251267,252646,mRNA,-,3482,0.18401639344262288,32.090393369772876,1379
chrXV,254297,254617,mRNA,+,28403,0.19977499999999984,51.59083117330067,320
chrXV,255337,256101,mRNA,+,5236,0.21660416289592727,78.36228733164275,764
chrXV,256745,259030,mRNA,+,4031,0.1955203999999998,0.11806489321154601,2285
chrXV,259923,263204,mRNA,+,2661,0.1972398279569892,152.08914936521197,3281
chrXV,265429,266169,mRNA,+,1285,0.19146760806916416,3.606547424886715,740
chrXV,268187,269641,mRNA,+,5479,0.2486395348837209,126.50384213846229,1454
chrXV,270633,271370,mRNA,-,1206,0.2071002604166665,10.074468533778454,737
chrXV,274012,274353,mRNA,-,1080,0.18374247086247086,21.28320972925396,341
chrXV,280272,281498,mRNA,-,1902,0.1880140572625693,2.5085563835016096,1226
chrXV,286172,287950,mRNA,+,5322,0.2179646739130435,96.60735240568555,1778
chrXV,288898,290553,mRNA,+,2093,0.2234551282051281,19.41511565176128,1655
chrXV,292529,294673,mRNA,+,1645,0.21400917431192665,14.723845733032435,2144
chrXV,297078,298838,mRNA,+,664,0.18919925133689844,10.756074438825433,1760
chrXV,300690,300980,mRNA,+,58,0.185680714285714,1.7626070764035535,290
chrXV,303579,303983,mRNA,-,1688,0.20680445544554468,16.582590208977624,404
chrXV,311342,312367,mRNA,-,1882,0.21994245098039225,2.6081564203814516,1025
chrXV,315813,316175,mRNA,-,1669,0.2028766249999999,2.881692250785181,362
chrI,27139,28131,CUTs,+,560,,2.1273155520099536,992
